ID,PERSONA,AGENCIA,FECHA CIERRE,TIPO PRESTAMO,GARANTÍA ADMISIBLE,PLAZO,DÍAS MORA,CALIFICACIÓN OBJETIVA,CALIFICACIÓN ARRASTRE,SALDO APORTES,SALDO CAPITAL,DESTINO,SEXO,EDAD,ESTRATO,ESTADO CIVIL,PERSONAS A CARGO,NIVEL DE ESTUDIOS,OCUPACION,ACTIVIDAD ECONOMICA,TIENE VEHICULO,TIENE VIVIENDA,DIFERENCIA INGRESOS EGRESOS,TIPO VIVIENDA,ANTIGUEDAD NEGOCIO,TOTAL ACTIVOS,CIUDAD_NAME,CAPITAL_INICIAL,CUOTA,TASA_NOMINAL,ENDEUDAMIENTO PARALELO,
45556,1045,ARMENIA,6/30/2019,Comercial,23833649.31,48,0,A,A,11588214.95,24397374.83,,Masculino,49,5,Casado,Cuatro o m,Bachillerato,INDEPENDIENTE,Transporte de pasajeros,N,N,5682000, PROPIA ,1/1/2000,272000000,ARMENIA,100000000,2894260.58,1.4359,204730501.1,
46206,30286,ARMENIA,6/30/2019,Comercial,0,47,19,A,A,19742959.81,11015033.76,,Masculino,49,1,Casado,Cero,Bachillerato,EMPLEADO,Asalariados,Y,Y,2200000, PROPIA ,1/1/1900,756318000,ARMENIA,35000000,1095094,1.7998,60440906.09,
45396,25620,MINORISTA,6/30/2019,Consumo,0,72,0,A,A,3497519.77,46613196.96,COMPRA DE TERRENO -LOTE,Masculino,54,1,Soltero,Cero,Otros,,Peluquería y otros tratamientos de belleza,N,N,3752000,ACTUALIZAR MIGRACION,1/1/1900,0,ARMENIA,80000000,1770931,1.4002,52777363.15,
47369,62453,TEBAIDA,6/30/2019,Consumo,0,48,0,A,A,598861.46,1407246.18,COMPRA DE MERCANCIA ,Masculino,42,1,Soltero,Cero,Universitario,INDEPENDIENTE,Actividades de telecomunicaciones alámbricas,N,N,2654667, FAMILIAR ,10/4/2010,10000000,ARMENIA,4000000,137404.7309,2.1394,12803292.15,
42268,62453,TEBAIDA,6/30/2019,Consumo,0,48,0,A,A,598861.46,1727863.16,COMPRA DE MERCANCIA ,Masculino,42,1,Soltero,Cero,Universitario,INDEPENDIENTE,Actividades de telecomunicaciones alámbricas,N,N,2654667, FAMILIAR ,10/4/2010,10000000,ARMENIA,15000000,440612.8454,1.4998,12803292.15,
45566,43648,ARMENIA,6/30/2019,Consumo,72368051.78,72,0,A,A,2420817.32,15616013.7,COMPRA DE VEHICULO PARTICULAR,Masculino,41,4,Divorciado,Cero,Maestría,EMPLEADO,"Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",Y,N,700000, FAMILIAR ,9/1/2018,82000000,ARMENIA,26800000,593260.9366,1.4002,19111966.23,
45567,43648,ARMENIA,6/30/2019,Consumo,2131948.223,60,0,A,A,2420817.32,1488396.62,COMPRA DE VEHICULO PARTICULAR,Masculino,41,4,Divorciado,Cero,Maestría,EMPLEADO,"Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",Y,N,700000, FAMILIAR ,9/1/2018,82000000,ARMENIA,3200000,79176.3543,1.4002,19111966.23,
42458,10411,TEBAIDA,6/30/2019,Consumo,20600000,48,0,A,A,665647.11,1457548.98,COMPRA DE VEHICULO PARTICULAR,Masculino,52,3,Casado,Tres,Universitario,INDEPENDIENTE,Otras actividades de servicios personales n.c.p.,Y,N,1941000, FAMILIAR ,1/1/2005,256100000,ARMENIA,12900000,370896.1365,1.4002,25566090.12,
44717,76679,ARMENIA,6/30/2019,Comercial,0,48,0,A,A,1432250.77,4532175.1,,,65,1,Ninguno,Cero,Otros,MIGRACION,Otras actividades de servicios personales n.c.p.,N,N,2373334,ACTUALIZAR MIGRACION,1/1/1900,447921000,ARMENIA,22500000,703989,1.7998,32893769.93,
44598,25077,QUIMBAYA,6/30/2019,Consumo,24299773.37,48,0,A,A,2478046.05,5720407.49,COMPRA DE VEHICULO PARA USO COMERCIAL ,Masculino,57,3,Casado,Cero,Bachillerato,INDEPENDIENTE,Transporte de pasajeros,Y,N,2600717, PROPIA ,1/1/1900,158000000,MONTENEGRO,25000000,766100,1.7,10122626.18,
39824,26961,ARMENIA,6/30/2019,Consumo,0,72,0,A,A,1210807.95,26747155.13,COMPRA DE VEHICULO PARA USO COMERCIAL ,Masculino,47,2,Soltero,Cero,Bachillerato,Aprendiz,Transporte de pasajeros,Y,Y,5000000, FAMILIAR ,6/18/2008,0,ARMENIA,63000000,1437136.05,1.5005,110495521.2,
33348,58612,ARMENIA,6/30/2019,Consumo,0,59,20,A,A,175590.27,1312866.41,COMPRA DE CARTERA ,Femenino,65,3,Casado,Cero,Primaria,Pensionado,"Sin Actividad Económica, solo para personas naturales",N,Y,741242, PROPIA ,1/1/1900,100000000,ARMENIA,15500000,428586,1.7998,1312866.41,
44805,56448,FUNDADORES,6/30/2019,Consumo,0,48,0,A,A,58584.66,450892.94,CONSTRUCCION DE OBRA CIVIL,Femenino,69,5,Casado,Cero,Bachillerato,Asistente Cartera Credivehiculo,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",N,Y,1673000, PROPIA ,1/1/1900,0,ARMENIA,2000000,63868.32,1.8999,450892.94,
42696,8050,TEBAIDA,6/30/2019,Microcrédito,0,48,0,A,A,111375.33,873235,COMPRA DE MERCANCIA ,Femenino,53,1,Divorciado,Cero,Primaria,INDEPENDIENTE,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",N,N,1456000, ARRENDADA ,1/1/2008,3000000,LA TEBAIDA,6000000,190805.78,2.5,873235,
29892,47178,ARMENIA,6/30/2019,Consumo,0,72,11,A,A,816451.58,3197634.86,COMPRA DE CARTERA ,Femenino,60,2,Casado,Cero,Primaria,MIGRACION,Otras actividades de servicios personales n.c.p.,N,N,1550000, PROPIA ,1/1/1900,0,ARMENIA,15000000,352288.9731,1.7998,3197634.86,
45734,22140,FUNDADORES,6/30/2019,Comercial,23400000,48,11,A,A,1289870.16,5006604.74,COMPRA DE VEHICULO PARTICULAR,Femenino,42,6,Soltero,Una,Bachillerato,MIGRACION,Otras actividades de servicios personales n.c.p.,N,N,3300000, FAMILIAR ,1/1/1900,0,ARMENIA,15000000,501635.77,2.1394,5006604.74,
41257,6506,FUNDADORES,6/30/2019,Consumo,0,48,0,A,A,97705.18,289689.29,COMPRA DE CARTERA ,Masculino,74,3,Casado,Cero,Universitario,,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",N,Y,1083000, FAMILIAR ,1/1/1900,0,ARMENIA,3500000,102706.47,1.4998,289689.29,
39911,22153,ARMENIA,6/30/2019,Consumo,0,48,0,A,A,55299.09,53088.86,,Masculino,77,3,Union Libre,Cero,Universitario,Pensionado,"Sin Actividad Económica, solo para personas naturales",Y,Y,642718, PROPIA ,1/1/1900,163000000,SALENTO,2000000,61053.18,1.7,2053088.86,
47999,31761,ARMENIA,6/30/2019,Comercial,0,60,0,A,A,223889.46,20557849.72,COMPRA DE CARTERA ,Masculino,49,1,Casado,Cero,Universitario,Administrador Base de Datos,Pendiente por confirmar,N,N,2470000, FAMILIAR ,1/1/1900,0,ARMENIA,40000000,1041972.59,1.5997,20557849.72,
38621,44005,FUNDADORES,6/30/2019,Consumo,0,72,0,A,A,375351.46,16685472.3,COMPRA DE CARTERA ,Masculino,54,2,Casado,Cero,Bachillerato,Pensionado,"Sin Actividad Económica, solo para personas naturales",N,N,2760000, FAMILIAR ,1/1/1900,5000000,ARMENIA,39000000,863329,1.4002,16685472.3,
46253,10396,FUNDADORES,6/30/2019,Comercial,0,60,0,A,A,3083026.19,58295026.95,COMPRA DE EDIFICACIONES ,Femenino,38,4,Casado,Cero,Universitario,INDEPENDIENTE,Transporte de carga por carretera,Y,Y,6000000, FAMILIAR ,1/1/2010,480470000,ARMENIA,125000000,3093374.24,1.4002,58295026.95,
47972,16055,PEREIRA,6/30/2019,Comercial,55000000,48,13,A,A,225751.7,9481348.6,COMPRA DE VEHICULO PARA TRANSPORTE DE PASAJEROS,Masculino,51,2,Soltero,Tres,Bachillerato,INDEPENDIENTE,Transporte de pasajeros,Y,N,1969300, FAMILIAR ,5/6/2010,15000000,DOSQUEBRADAS,25000000,858779.57,2.1394,9481348.6,
41434,28779,ARMENIA,6/30/2019,Consumo,13200000,48,0,A,A,232928.09,173355.55,COMPRA DE VEHICULO PARA TRANSPORTE DE PASAJEROS,Masculino,61,3,Casado,Cero,Bachillerato,INDEPENDIENTE,Transporte de pasajeros,Y,Y,400000, PROPIA ,1/1/1900,160000000,ARMENIA,2150000,59184.4775,1.2,173355.55,
46736,8791,TEBAIDA,6/30/2019,Consumo,0,48,0,A,A,507430.36,1247392.67,COMPRA DE OTROS ACTIVOS PRODUCTIVOS ,Masculino,34,3,Soltero,Cero,Universitario,INDEPENDIENTE,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",N,N,1300000, FAMILIAR ,1/1/2013,2500000,LA TEBAIDA,7000000,161511.17,1.7998,1247392.67,
42919,63427,PEREIRA,6/30/2019,Microcrédito,0,48,0,A,A,359074.25,1595603.01,COMPRA DE MERCANCIA ,Femenino,65,2,Soltero,Cero,Primaria,,Otras actividades de servicios personales n.c.p.,N,N,542000,ACTUALIZAR MIGRACION,1/1/1900,0,PEREIRA,9274000,333536.83,2.5,1595603.01,
45479,68173,ARMENIA,6/30/2019,Comercial,59285796.18,60,0,A,A,3872931.05,39558694.37,,Masculino,53,4,Casado,Cero,Bachillerato,INDEPENDIENTE,Transporte de carga por carretera,Y,N,4096897, FAMILIAR ,4/1/2016,238200000,ARMENIA,87600000,2338981.33,1.7,65324182.66,
44983,63285,ARMENIA,6/30/2019,Comercial,0,72,0,A,A,3867874.39,11815699.99,,Femenino,53,4,Soltero,Cero,Bachillerato,INDEPENDIENTE,Actividades inmobiliarias realizadas con bienes propios o arrendados,Y,Y,750000, PROPIA ,1/1/1900,1072000000,ARMENIA,20000000,466097.62,1.5997,39348058.46,
48291,20372,ARMENIA,6/30/2019,Microcrédito,0,48,0,A,A,206440.17,2241048.61,CAPITAL DE TRABAJO,Femenino,65,3,Viudo,Una,Primaria,MIGRACION,Otras actividades de servicios personales n.c.p.,N,N,200000, ARRENDADA ,1/1/1900,0,ARMENIA,5000000,190649.89,2.8,2241048.61,
46929,60714,ARMENIA,6/30/2019,Consumo,0,48,0,A,A,777678.53,1906594.12,COMPRA DE VEHICULO PARTICULAR,Masculino,46,3,Union Libre,Una,Universitario,EMPLEADO,Asalariados,Y,Y,2323000, PROPIA ,11/25/2009,120000000,ARMENIA,6500000,186632.0343,1.4002,6612546.06,
35305,31011,ARMENIA,6/30/2019,Consumo,6936825.73,48,406,E,E,800229.46,928182.09,,Masculino,47,2,Casado,Cero,Bachillerato,MIGRACION,Otras actividades de servicios personales n.c.p.,Y,Y,8200000,ACTUALIZAR MIGRACION,1/1/1900,0,CALARCA,4300000,131710.3,1.7,4522609.6,
35308,31011,ARMENIA,6/30/2019,Consumo,26863174.27,48,406,E,E,800229.46,3594427.51,COMERCIALIZACION DE PRODUCTOS AGRICOLAS ,Masculino,47,2,Casado,Cero,Bachillerato,MIGRACION,Otras actividades de servicios personales n.c.p.,Y,Y,8200000,ACTUALIZAR MIGRACION,1/1/1900,0,CALARCA,15700000,480943.58,1.7,4522609.6,
46101,8137,PEREIRA,6/30/2019,Consumo,0,48,26,A,A,297345.7,2149329.12,REMODELACION DE INMUEBLE ,Femenino,57,3,Casado,Cero,Primaria,,Otras actividades de servicios personales n.c.p.,N,N,2484000, ARRENDADA ,1/1/1900,0,DOSQUEBRADAS,6000000,201344.51,2.1394,2149329.12,
42389,41779,PEREIRA,6/30/2019,Consumo,0,48,0,A,A,76794.44,784133.49,REMODELACION DE INMUEBLE ,Femenino,37,2,Soltero,Cero,Universitario,,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos productos conexos",N,N,437000, FAMILIAR ,2/1/2013,0,DOSQUEBRADAS,6000000,175653.14,1.5005,784133.49,
43273,11184,ARMENIA,6/30/2019,Consumo,0,48,0,A,A,713100.16,3276535.43,COMPRA DE VEHICULO PARTICULAR,Femenino,66,3,Viudo,Cero,Tecnológico,Pensionado,"Sin Actividad Económica, solo para personas naturales",N,N,2715978, PROPIA ,1/1/2010,160000000,ARMENIA,55350000,690232.33,1.4002,3276535.43,
47540,17234,ARMENIA,6/30/2019,Consumo,0,36,0,A,A,358935.58,0,,Femenino,67,2,Divorciado,Cero,Bachillerato,EMPLEADO,Asalariados,N,Y,604000, PROPIA ,1/1/1983,100000000,,,,,5000000,
35186,46160,MINORISTA,6/30/2019,Consumo,0,59,26,A,A,605801.28,2641467.45,COMPRA DE MERCANCIA ,Femenino,61,3,Union Libre,Cero,Primaria,,Otras actividades de servicios personales n.c.p.,N,N,1915000,ACTUALIZAR MIGRACION,1/1/1900,0,DOSQUEBRADAS,16500000,456237,1.7998,2641467.45,
47324,60360,MINORISTA,6/30/2019,Microcrédito,0,36,201,E,E,222658.03,1533209.78,INSUMOS AGROPECUARIOS,Femenino,63,1,Soltero,Cero,Primaria,INDEPENDIENTE,Comercio al por menor de productos agrícolas para el consumo en establecimientos especializados,N,Y,297333, FAMILIAR ,1/1/1900,0,DOSQUEBRADAS,6000000,266660513,2.7994,1533209.78,
44384,20377,ARMENIA,6/30/2019,Microcrédito,9190000,48,0,A,A,104426.59,1423200.43,COMPRA DE MOTOCICLETAS,Femenino,72,2,Union Libre,Cero,Primaria,MIGRACION,Otras actividades de servicios personales n.c.p.,N,N,150000, FAMILIAR ,1/1/1900,0,ARMENIA,5230000,197198.62,2.7575,1423200.43,
43370,24359,ARMENIA,6/30/2019,Consumo,0,48,381,E,E,41498.94,1387530.3,,Masculino,68,4,Casado,Cero,Universitario,,Pendiente por confirmar,N,N,1700000, FAMILIAR ,1/1/1900,0,ARMENIA,3000000,87976,1492,1387530.3,
41573,19306,ARMENIA,6/30/2019,Comercial,0,59,0,A,A,7721826.02,3665893.58,,Masculino,68,3,Casado,Dos,Bachillerato,INDEPENDIENTE,Comercio al por menor de combustible para automotores,Y,Y,12207000, PROPIA ,1/1/1999,3690000000,FILANDIA,12000000,284987,1.2,290188041.3,
41695,55042,ARMENIA,6/30/2019,Consumo,0,48,16,A,A,2488699.39,1147798.69,,Femenino,46,5,Union Libre,Una,Universitario,INDEPENDIENTE,"Comercio al por menor en locales no espec, con surtido principal de productos diferentes de alimentos, bebidas y tabaco.",Y,N,912000, ARRENDADA ,5/5/2000,164800000,ARMENIA,10000000,293742,1.4998,4368642.9,
39702,1489,ARMENIA,6/30/2019,Consumo,0,48,0,A,A,142631.18,0,,Masculino,49,3,Soltero,Cero,Bachillerato,INDEPENDIENTE,Transporte de pasajeros,N,N,2300000, ARRENDADA ,2/15/2009,0,,,,,0,
45804,52788,ARMENIA,6/30/2019,Consumo,0,48,0,A,A,1372843.9,1574720.04,,Femenino,58,4,Separación Judicial,Cero,Universitario,MIGRACION,Otras actividades de telecomunicaciones,N,N,1223000, FAMILIAR ,7/17/2007,0,ARMENIA,35000000,1090365.23,1.7998,1574720.04,
22335,28091,ARMENIA,6/30/2019,Comercial,0,48,0,E,,0,0,,Masculino,53,3,Casado,Cero,Bachillerato,,Transporte de pasajeros,N,N,13500000, PROPIA ,1/1/1989,0,,,,,0,
23463,28091,ARMENIA,6/30/2019,Comercial,0,48,0,E,,0,0,,Masculino,53,3,Casado,Cero,Bachillerato,,Transporte de pasajeros,N,N,13500000, PROPIA ,1/1/1989,0,,,,,0,
46036,56664,ARMENIA,6/30/2019,Consumo,0,48,0,A,A,60771.48,677370.33,COMPRA DE MOTOCICLETAS,Masculino,38,3,Union Libre,Dos,Técnico,EMPLEADO,Asalariados,Y,N,730000, FAMILIAR ,1/15/2015,46000000,ARMENIA,2500000,74893.66,1.5997,2542386.94,
44695,68996,PEREIRA,6/30/2019,Microcrédito,0,48,11,A,A,262215.31,4558474.03,COMPRA DE MERCANCIA ,Femenino,45,3,Union Libre,Cero,Primaria,INDEPENDIENTE,Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimiento especializado,N,N,824000, ARRENDADA ,5/9/2007,10000000,PEREIRA,16000000,535764.13,1.5997,4558474.03,
47699,74144,MINORISTA,6/30/2019,Microcrédito,0,36,26,A,A,281246.4,259743.8,,Femenino,53,2,Casado,Cero,Primaria,AUXILIAR EN SERVICIOS,Actividades combinadas de servicios administrativos de oficina,N,N,677000, FAMILIAR ,10/1/2017,2000000,PEREIRA,5000000,222217,2.7994,293610.53,
35820,60738,PEREIRA,6/30/2019,Consumo,29663606228,59,0,A,A,8025041.19,3042423.16,COMPRA DE VEHICULO PARA TRANSPORTE DE PASAJEROS,Masculino,60,3,Union Libre,Una,Primaria,INDEPENDIENTE,Elaboración de productos de panadería,Y,N,6159502, PROPIA ,5/2/1990,58100000,ANSERMA,21000000,524333.42,1.4002,4933336.59,
45009,51168,PEREIRA,6/30/2019,Consumo,0,48,0,A,A,512484.54,1326108.45,COMPRA DE VEHICULO PARA USO COMERCIAL ,Femenino,51,3,Viudo,Cero,Bachillerato,MIGRACION,Otras actividades de servicios personales n.c.p.,N,N,2220000, FAMILIAR ,1/1/2005,0,DOSQUEBRADAS,5000000,158996.8,1.9006,1326108.45,
45842,42906,TULUA,6/30/2019,Consumo,0,48,0,A,A,131553.48,1452388.19,OTROS ACTIVOS PARA USO AGROPECUARIO - MAQUINARIA ,Femenino,39,3,Casado,Una,Universitario,INDEPENDIENTE,"Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",N,Y,459500, PROPIA ,5/3/2011,98000000,TULUA,5000000,168046,2.1394,4149301.77,
43010,62352,PEREIRA,6/30/2019,Consumo,0,48,0,A,A,89335.93,421442.39,COMPRA DE MERCANCIA ,Masculino,49,2,Soltero,Cero,Otros,MIGRACION,Otras actividades de servicios personales n.c.p.,N,N,453600,ACTUALIZAR MIGRACION,1/1/1900,0,PEREIRA,3000000,88136,1.5005,421442.39,
46642,19209,FUNDADORES,6/30/2019,Consumo,0,48,0,A,A,106011.49,1629711.42,COMPRA DE MERCANCIA ,Femenino,60,3,Casado,Cero,Universitario,MIGRACION,Pendiente por confirmar,N,N,390500, FAMILIAR ,8/7/2007,0,ARMENIA,5000000,168046,2.1394,1629711.42,
36993,35223,MINORISTA,6/30/2019,Comercial,4186567.415,60,0,A,A,312626.29,6756965.44,COMPRA DE VEHICULO PARA TRANSPORTE DE CARGA ,Masculino,62,3,Union Libre,Cero,Primaria,INDEPENDIENTE,Transporte de carga por carretera,Y,N,6602484, ARRENDADA ,12/22/2009,53000000,DOSQUEBRADAS,30000000,821730,1.7998,52453801.66,
36167,38968,ARMENIA,6/30/2019,Consumo,0,72,0,A,A,1351789.29,20898299.18,COMPRA DE VEHICULO PARA USO COMERCIAL ,Masculino,50,4,Casado,Cero,Bachillerato,,Pendiente por confirmar,Y,Y,2410000, PROPIA ,1/1/1900,0,ARMENIA,52000000,1221475,1.5997,23308753.2,
36341,38968,ARMENIA,6/30/2019,Consumo,0,72,0,A,A,1351789.29,2410454.02,COMPRA DE VEHICULO PARA USO COMERCIAL ,Masculino,50,4,Casado,Cero,Bachillerato,,Pendiente por confirmar,Y,Y,2410000, PROPIA ,1/1/1900,0,ARMENIA,6000000,140939,1.5997,23308753.2,
30546,34186,PEREIRA,6/30/2019,Comercial,113789999,72,0,A,A,2310241.46,15874123.61,COMPRA DE VEHICULO PARA TRANSPORTE DE PASAJEROS,Masculino,68,3,Union Libre,Una,Primaria,Conductor,Transporte férreo de pasajeros,Y,Y,4404000, PROPIA ,3/22/2005,124600000,LA UNION,89000000,1846968.76,1.4002,15874123.61,
42160,38747,ARMENIA,6/30/2019,Comercial,0,60,11,A,A,1427050.96,22366021.49,REMODELACION DE INMUEBLE ,Masculino,50,4,Casado,Cero,Primaria,COMERCIANTE INDEPENDIENTE,"Comercio al por menor de carne (incluye aves de corral), prod. carnico, pescado y prod. de mar, en establecimiento espec",N,N,3646000, PROPIA ,1/1/2002,15000000,ARMENIA,60000000,1484502.25,1.4002,22589871.66,
31092,70670,ARMENIA,6/30/2019,Microcrédito,0,60,0,A,A,227116.96,0,,Femenino,53,1,Union Libre,Cero,Bachillerato,,Otras actividades de servicios personales n.c.p.,N,Y,300000, PROPIA ,1/1/1900,0,,,,,0,
44197,33396,ARMENIA,6/30/2019,Comercial,0,59,2,A,A,10681514.46,27584016.62,,Masculino,51,5,Casado,Cero,Bachillerato,MIGRACION,Otras actividades de servicios personales n.c.p.,N,Y,12361721, ARRENDADA ,1/1/1900,0,ARMENIA,150000000,3562160.31,1.2,275392931.8,
46483,64801,ARMENIA,6/30/2019,Consumo,0,48,176,D,D,49930.01,2123625.74,COMPRA DE CARTERA ,Masculino,29,5,Soltero,Cero,Universitario,MIGRACION,Pendiente por confirmar,N,Y,400000, ARRENDADA ,1/1/1900,0,ARMENIA,4500000,151241,2.1394,2123625.74,
39984,13160,PEREIRA,6/30/2019,Consumo,0,48,0,A,A,1491346.05,2055908.22,PAGO DE SEGUROS ,Masculino,38,3,Soltero,Una,Otros,CONDUCTOR,Transporte de pasajeros,N,N,-738000, FAMILIAR ,1/15/2002,0,LA UNION,70000000,2012744,1.4002,5508799.77,
46372,66994,TULUA,6/30/2019,Comercial,0,59,0,A,A,261279.86,9958286.67,REMODELACION DE INMUEBLE ,Femenino,73,3,Soltero,Cero,Universitario,INDEPENDIENTE,Actividades inmobiliarias realizadas con bienes propios o arrendados,N,Y,1320000, PROPIA ,6/9/2004,495000000,TULUA,19000000,569718.13,2.1394,9958286.67,
33408,43383,ARMENIA,6/30/2019,Consumo,0,96,0,E,,0,0,,Masculino,28,2,Soltero,Cero,Tecnológico,,Actividades de las cooperativas financieras,N,Y,1176000, ARRENDADA ,1/1/1900,0,,,,,0,
39514,60338,TULUA,6/30/2019,Consumo,0,48,0,A,A,3189679.69,0,,Masculino,63,2,Casado,Una,Bachillerato,INDEPENDIENTE,Transporte de carga por carretera,Y,Y,2854335, PROPIA ,6/1/2008,384697000,,,,,68988074.1,
43878,55094,FUNDADORES,6/30/2019,Consumo,0,36,0,E,,0,0,,Femenino,41,3,Casado,Cero,Bachillerato,,Pendiente por confirmar,N,N,557000, FAMILIAR ,8/1/2010,0,,,,,0,
46630,196,FUNDADORES,6/30/2019,Comercial,25526594.4,48,0,A,A,2532933.17,22696070.03,COMPRA DE CARTERA ,Femenino,37,5,Soltero,Dos,Universitario,INDEPENDIENTE,Transporte de pasajeros,Y,N,69300000, FAMILIAR ,10/2/2014,320000000,ARMENIA,73000000,2284054,1.7998,63393877.3,
41501,13238,ARMENIA,6/30/2019,Consumo,0,48,0,A,A,150365.07,0,,Femenino,28,5,Soltero,Cero,Especializacion,EMPLEADO,Asalariados,N,N,850000, FAMILIAR ,1/2/2015,7000000,,,,,481495.79,
47614,45060,TULUA,6/30/2019,Microcrédito,0,48,0,A,A,124666.68,2865324.59,COMPRA DE OTROS ACTIVOS PRODUCTIVOS ,Femenino,62,2,Viudo,Cero,Primaria,Asistente Cartera Credivehiculo,Pendiente por confirmar,N,N,1893000, PROPIA ,1/1/1900,0,TULUA,7460000,284449.63,2.8,2865324.59,
45868,67336,TULUA,6/30/2019,Consumo,0,48,74,C,C,974675.47,2665450.42,COMPRA DE OTROS ACTIVOS PRODUCTIVOS ,Masculino,52,2,Casado,Dos,Especializacion,INDEPENDIENTE,"Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",Y,Y,3350000, PROPIA ,6/16/2011,252000000,TULUA,7000000,234503.78,2.1394,5114103.99,
25094,49079,TULUA,6/30/2019,Consumo,0,120,0,A,A,562476.33,20741022.33,INSUMOS AGROPECUARIOS,Femenino,61,1,Viudo,Cero,Bachillerato,,"Comercio al por menor de carne (incluye aves de corral), prod. carnico, pescado y prod. de mar, en establecimiento espec",N,N,1009000,ACTUALIZAR MIGRACION,2/16/1996,0,TULUA,34700000,623807.09,1.4998,20741022.33,
44838,68802,PEREIRA,6/30/2019,Comercial,75500000,60,16,A,A,795589.69,19642338.88,COMPRA DE MERCANCIA ,Masculino,42,3,Casado,Cero,Bachillerato,MIGRACION,Otras actividades de servicios personales n.c.p.,N,N,3200000,ACTUALIZAR MIGRACION,1/1/1900,0,LA UNION,45300000,1063481,1.2,19642338.88,
41891,52464,FUNDADORES,6/30/2019,Consumo,10500000,48,0,A,A,582324.77,1408294.11,COMPRA DE VEHICULO PARTICULAR,Femenino,51,4,Casado,Cero,Bachillerato,MIGRACION,Otras actividades de servicios personales n.c.p.,N,Y,2800000, FAMILIAR ,1/1/1900,0,CALARCA,12200000,357977.41,1.4998,2604319.31,
46637,46099,ARMENIA,6/30/2019,Microcrédito,0,48,0,A,A,179232.39,2074441.01,CAPITAL DE TRABAJO,Femenino,45,2,Soltero,Una,Bachillerato,INDEPENDIENTE,Otras actividades de servicio de información n.c.p.,N,N,1826000, ARRENDADA ,10/5/1999,13100000,ARMENIA,6000000,216039,2.5,4239101.06,
44164,60257,ARMENIA,6/30/2019,Comercial,0,72,0,A,A,3104133.26,51449862.45,,Masculino,46,5,Union Libre,Cero,Bachillerato,MIGRACION,Otras actividades de servicios personales n.c.p.,Y,Y,8605000,ACTUALIZAR MIGRACION,1/1/1900,0,ARMENIA,198000000,2073995.93,1.2,51449862.45,
39798,45763,ARMENIA,6/30/2019,Consumo,0,49,21,A,A,113692.05,322742.1,,Femenino,43,3,Soltero,Cero,Bachillerato,,"Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados.",N,Y,506000, FAMILIAR ,12/16/2009,0,ARMENIA,5000000,156442,1.7998,322742.1,
46535,272,ARMENIA,6/30/2019,Microcrédito,0,36,0,A,A,209242.93,0,,Masculino,41,2,Soltero,Cero,Técnico,,Pendiente por confirmar,N,Y,2370000,ACTUALIZAR MIGRACION,6/16/2011,0,,,,,0,
28629,69407,ARMENIA,6/30/2019,Consumo,0,72,0,A,A,568075.93,0,,Femenino,37,3,Soltero,Una,Primaria,INDEPENDIENTE,Rentistas de Capital solo personas Naturales,N,N,1500000, PROPIA ,2/2/2000,20000000,,,,,7212193.54,
48457,48086,PEREIRA,6/30/2019,Consumo,0,36,0,A,A,76703.58,91718.21,COMPRA DE MUEBLES Y ENSERES,Masculino,53,1,Divorciado,Una,Primaria,EMPLEADO,Asalariados,Y,Y,650000, PROPIA ,8/1/2006,70000000,PEREIRA,3000000,122670.93,2.1394,91718.21,
45297,29437,PEREIRA,6/30/2019,Consumo,0,48,324,E,E,72806.05,396980.11,COMPRA DE MERCANCIA ,Masculino,57,3,Casado,Cero,Primaria,MIGRACION,Otras actividades de servicios personales n.c.p.,N,N,19000000,ACTUALIZAR MIGRACION,1/1/1900,0,PEREIRA,5000000,161187.3,2.1394,396980.11,
28191,16614,TULUA,6/30/2019,Consumo,0,72,0,A,A,749472.24,3448137.35,COMPRA DE CARTERA COMERCIAL ,Masculino,51,3,Union Libre,Cero,Tecnológico,,Generación de energía eléctrica,N,N,1763000, PROPIA ,1/1/1900,0,TULUA,30000000,704697,1.5997,3448137.35,
45894,26198,TULUA,6/30/2019,Consumo,0,40,0,A,A,151757.05,386478.12,COMPRA DE MUEBLES Y ENSERES,Femenino,62,3,Soltero,Cero,Bachillerato,MIGRACION,Generación de energía eléctrica,N,N,1094000, PROPIA ,1/1/1900,0,TULUA,3500000,130100.68,2.0997,386478.12,
47387,21771,PEREIRA,6/30/2019,Consumo,0,48,0,A,A,673403.74,0,,Masculino,35,2,Soltero,Cero,Bachillerato,INDEPENDIENTE,Otros cultivos transitorios n.c.p.,N,N,1521000, FAMILIAR ,7/25/2017,11761000,,,,,3300000,
